Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,77.059998,85.900002,76.889999,85.160004,76.493668,19826700
2017-06-01,85.559998,89.400002,82.349998,87.199997,78.326057,20253900
2017-07-01,86.980003,87.720001,83.900002,84.290001,75.712204,8870000
2017-08-01,84.720001,85.739998,83.629997,84.760002,76.134369,12066700
2017-09-01,84.709999,85.480003,82.589996,84.010002,75.460693,6753800
2017-10-01,84.389999,87.180000,82.139999,84.230003,75.658310,12013300
2017-11-01,83.839996,87.779999,83.400002,85.410004,76.718224,7235500
2017-12-01,85.830002,87.239998,83.690002,85.970001,77.221230,7042300
2018-01-01,86.050003,87.849998,84.290001,86.400002,77.607483,11460000
2018-02-01,86.540001,86.949997,79.400002,79.529999,71.436600,10542000
2018-03-01,78.910004,81.029999,77.070000,79.050003,71.005463,10133700
2018-04-01,79.139999,80.330002,76.019997,77.360001,69.487427,10501200
2018-05-01,77.260002,77.849998,75.370003,75.669998,70.199471,8801100
2018-06-01,75.739998,77.440002,73.589996,77.430000,71.832230,12465400
2018-07-01,77.480003,82.190002,77.480003,81.510002,75.617271,10539200
2018-08-01,81.349998,84.150002,80.760002,83.750000,77.695335,8057300
2018-09-01,82.330002,84.589996,82.080002,83.199997,77.185089,7122800
2018-10-01,83.550003,84.620003,78.959999,84.279999,78.187012,12114700
2018-11-01,84.699997,85.589996,83.129997,85.220001,79.059052,13527700
2018-12-01,85.370003,86.500000,78.620003,80.959999,75.107025,17778700
2019-01-01,80.599998,87.250000,80.040001,87.239998,80.933022,11121700
2019-02-01,86.849998,91.769997,85.320000,90.330002,83.799629,8594100
2019-03-01,90.699997,96.199997,90.550003,95.320000,88.428879,9147900
2019-04-01,95.110001,96.989998,93.459999,96.529999,89.551407,11023900
2019-05-01,96.559998,99.459999,95.120003,99.160004,91.991280,9004900
2019-06-01,100.669998,104.379997,99.910004,103.400002,95.924744,7988200
2019-07-01,102.660004,107.099998,101.760002,106.080002,98.410988,7027800
2019-08-01,105.820000,112.860001,104.739998,112.389999,104.264816,8125200
2019-09-01,112.279999,114.870003,105.849998,108.400002,100.563271,8388100
2019-10-01,107.209999,108.879997,103.239998,107.160004,99.412910,13397600
2019-11-01,107.199997,107.220001,103.419998,103.940002,96.425697,5630900
2019-12-01,103.760002,109.410004,103.000000,108.260002,100.433388,6804000
2020-01-01,108.089996,112.650002,105.320000,110.260002,102.288803,12942900
2020-02-01,110.980003,112.360001,101.180000,102.910004,95.470169,10006500
2020-03-01,104.900002,112.110001,88.000000,102.989998,95.544380,35656200
2020-04-01,101.760002,112.250000,101.620003,105.099998,97.501839,14229200
2020-05-01,104.000000,109.739998,103.180000,108.029999,102.816307,9336800
2020-06-01,108.349998,113.989998,105.860001,110.440002,105.110008,8961500
2020-07-01,111.150002,121.750000,110.800003,117.849998,112.162384,6655900
2020-08-01,118.660004,122.629997,117.000000,120.410004,114.598839,5004500
2020-09-01,120.139999,122.120003,114.000000,119.260002,113.504341,4712400
2020-10-01,119.889999,121.139999,111.589996,112.269997,106.851677,6436500
2020-11-01,113.820000,119.330002,110.790001,111.080002,105.719124,7656900
2020-12-01,111.589996,118.849998,110.839996,117.800003,112.114799,9990700
2021-01-01,119.190002,119.250000,111.790001,112.300003,106.880241,11527400
2021-02-01,114.019997,114.599998,104.500000,104.820000,99.761230,11384400
2021-03-01,105.750000,112.629997,105.010002,111.510002,106.128365,10357600
2021-04-01,111.070000,120.410004,111.000000,119.529999,113.761307,7296000
2021-05-01,119.349998,125.239998,117.989998,123.669998,120.820976,6051000
2021-06-01,124.000000,128.169998,123.169998,124.739998,121.866325,5441200
2021-07-01,124.709999,127.080002,123.750000,126.660004,123.742096,4329100
2021-08-01,126.660004,127.870003,122.860001,126.290001,123.380615,3903100
2021-09-01,126.620003,127.160004,118.019997,120.209999,117.440681,5712500
2021-10-01,120.800003,132.000000,119.889999,131.820007,128.783234,4083200
2021-11-01,131.550003,135.479996,127.820000,128.500000,125.539703,3981200
2021-12-01,128.479996,140.789993,126.900002,140.369995,137.136246,5171900
2022-01-01,140.899994,141.949997,125.440002,129.139999,126.164963,7369700
2022-02-01,129.990005,131.520004,124.120003,130.029999,127.034454,4732000
2022-03-01,131.050003,131.649994,118.040001,130.100006,127.102852,7157100
2022-04-01,130.830002,133.860001,127.510002,132.279999,129.232620,4188200
